result_index,product_title,product_id,score,query,rel
28, Sunbeam Flexible Heating Pad,2831,5.691928551,warm clothes,4
29, DEODORANT STONES OF AMERICA Thai Crystal Mist Spray 8 oz,669,5.659270488,warm clothes,3
30," Seventh Generation Natural Fabric Softener, Blue Eucalyptus and Lavender Scent, Ultra-Concentrated, 40-Ounce Bottles (Pack of 6)",2620,5.643447099,warm clothes,3
31, Bio Kleen Oxygen Bleach Plus,284,5.617371249,warm clothes,3
32, Rit Sun Guard Laundry Treatment UV Protectant - si,2536,5.609279382,warm clothes,4
33, Sunbeam 756-500 Heating Pad with UltraHeatTechnology,2828,5.603326035,warm clothes,4
34, Perwoll Black Magic Laundry Soap 750 ml,2277,5.545203939,warm clothes,3
35, Certain Dri Antiperspirant Roll-On for Excessive Perspiration-1.2 oz,497,5.522843027,warm clothes,3
36," Planet Ultra Powdered Laundry Detergent, 64-Ounce Boxes (Pack of 10)",2346,5.496150567,warm clothes,2
37," Seventh Generation Natural Laundry Detergent, Free & Clear, Ultra-Concentrated Liquid, 150-Ounce Bottles (Pack of 3)",2623,5.479332705,warm clothes,3
38, Bed Buddy Hot Pack by EasyComforts,266,5.467632883,warm clothes,3
39," Priva Waterproof Mealtime Protector, Blue Terry",2418,5.456792804,warm clothes,2
40," Mrs. Meyer's Clean Day Fabric Softener, 32-Ounce Bottles (Case of 6)",1721,5.420155262,warm clothes,2
41, Miele / Henkel ,1682,5.411933864,warm clothes,2
42," Planet Ultra Liquid Laundry Detergent, 100 Fluid-Ounce Bottles (Pack of 4)",2345,5.379021042,warm clothes,1
43, Household Essentials Hanging Cotton Canvas Laundry Hamper Bag,1270,5.365437155,warm clothes,1
44," All Small & Mighty HE Laundry Detergent for High Efficiency Washers, Triple Concentrated Liquid, Fresh Rain Scent, 32-Load Bottles (Pack of 9)",97,5.341602563,warm clothes,1
45," All Small & Mighty, Triple Concentrated Liquid Laundry Detergent, Stainlifter, 32 Loads Per Bottle",100,5.337167143,warm clothes,1
46, Smartek ST-25 Deluxe Clothes Shaver,2668,5.325166206,warm clothes,1
47," Seventh Generation Natural Laundry Detergent, Baby, Ultra-Concentrated Liquid, 50-Ounces Bottles (Pack of 6)",2622,5.284301606,warm clothes,1
48," Bounce Fabric Softener Sheets, Outdoor Fresh Scent, 120-Count Box (Pack of 2)",347,5.273582836,warm clothes,1
49, Open Knee Wrap Stabilizer,2124,5.268566473,warm clothes,1
50, Spray N Wash Dual Pwr Pretrea - 12 Pack,2792,5.211579207,warm clothes,1
1, Marpac TSC 330 Travel Sound Conditioner,1580,3.447555744,travel,5
2, Dex Products Travel Wipes Warmer,715,3.441064531,travel,5
3, MB9910T Slim Line Reader in Metal Tube with Spring Hinge and Clip,1540,3.432260729,travel,5
4, Chrome METAL SHAVING SOAP BOWL silver shave dish with LID covered holder NEW Great for Travel,527,3.414268168,travel,5
5, Activa Mens Dress Socks Moderate Compression 20-30 mmHg,76,3.381810679,travel,5
6, The Stick Travel Stick,2924,3.32518623,travel,5
7, Braun PocketGo P-70 Men's Shaver,374,3.316308039,travel,5
8," Floxite 5X Lighted Magnifying Mirror 5"" white",1007,3.30680884,travel,5
9," Medport Diabetes Travel Organizer From GMS Holds Two Weeks Supplies/ Will Hold Syringes,vials Pens Secure - Cold for 12 hours, Cools for up to 18 Hrs Comes with 2-6 Oz Cold-Gel Paks",1636,3.292918552,travel,5
10, Panasonic EW1270AC Portable Oral Irrigator,2244,3.284936384,travel,5
11, Braun 3612 InterFace Rechargeable Shaver,356,3.274443738,travel,4
12, Medic-Air Back Pillo,1618,3.251356869,travel,4
13, Jobst Ultrasheer 15-20 Knee-High Silky Beige Large,1375,3.233832232,travel,4
14, Back Booster 1001 Inflatable Lumbar Support Cushion,227,3.217047465,travel,4
15, Remington MSC-140 Men's Titanium Battery Operated Foil Travel Shaver,2512,3.189252141,travel,4
16, Travel John - Portable Bathroom (3 pack),2981,3.184594342,travel,4
17, Genuine Corflex Medic Air Back Pillow - Blue,1067,3.176766633,travel,4
18," Wahl 9906-2001 ""The Mustache"" Cordless/Battery Operated Beard and Mustache Trimmer",3106,3.172222752,travel,4
19, WAHL 9962-717 Compact Travel Trimmer,3091,3.151066327,travel,4
20, Contour Backmax Support System,610,3.144580008,travel,4
21, ROHO High Profile Quadtro Select Cushion,2460,3.138244475,travel,3
22," Hefty One Zip 2.5 Gallon Jumbo Storage/Freezer Bags,12 Count Boxes (Pack of 9)",1194,3.127762248,travel,3
23, The First Years Deluxe Fold and Go Diapering Kit,2906,3.126725987,travel,3
24, Zadro Ultimate Lighted Make-up Mirror,3188,3.116526259,travel,3
25," Apex Weekly Pill Organizer, Twice-a-Day, 1 Pill Organizer (Colors May Vary)",153,3.069044857,travel,3
26, Kids Earplane Ear Plugs For Airplane Travel,1401,3.061317794,travel,3
27, HoMedics SQM-N1 Squish Massaging Neck Pillow,1243,3.056988396,travel,3
28," Panasonic ES7801S Triple Blade Wet/Dry Men's Shaver, Silver",2234,3.051234877,travel,3
29, Sombra Pain-Relieving Gel,2689,3.048366232,travel,3
30," Preserve Toothbrushes, Ultra Soft Bristles, 6-Counts",2396,3.040310487,travel,3
31, Panasonic ES4026CMB Men's Double Blade Shaving Combo with Bonus Nose/Ear Trimmer,2229,3.034122907,travel,2
32, Kiddopotamus Quickchange Portable Changing Pad,1399,3.033492098,travel,2
33, Interplak WJ2CS Compact Rechargeable Water Jet,1317,3.023905215,travel,2
34, Magic Focus Big Eyes Standing Vanity Gooseneck 5X Mirror,1563,3.019680368,travel,2
35, Griffin Technology 4002-TJUICE TuneJuice Battery Backup for iPod and iPod mini,1135,3.018567933,travel,2
36, Meditation Timer,1619,3.015312064,travel,2
37, Tweezerman Mini Slant Tweezer,3008,3.014066298,travel,2
38, Philips Norelco 7745X Cool Skin Lotion Dispensing Cordless Rechargeable Shaver,2292,3.005963419,travel,2
39, DigiPower DPS-3000+ 3-Hour AA/AAA Rechargeable Battery Kit with 4 AA 2700 mAh Batteries and Car Charger,722,2.996252597,travel,2
40, Waterpik Waterflosser Cordless Rechargeable WP-360W,3134,2.957581465,travel,2
41, FRIO Large Insulin Cooling Case,963,2.951226095,travel,1
42, Munchkin Travel Diaper Changing Kit (colors may vary),1733,2.933471344,travel,1
43," Shout Wipes, Portable Stain Treater Towelettes - 12 ea",2635,2.908908269,travel,1
44," Source Naturals Melatonin, 2.5mg",2742,2.90254291,travel,1
45, Chicco C5 Umbrella Stroller,515,2.894733586,travel,1
46," Mack's Pillow Soft Silicone Earplugs, Value Pack, 6 pr",1560,2.890432736,travel,1
47, Bucky Shades Sleep Mask With Earplugs,405,2.886073537,travel,1
48, Amazon.com,115,2.873744586,travel,1
49, Marsona DS-600A Sound Conditioner with Six Sounds,1582,2.871694541,travel,1
50, Oral-B S-320 Sonic Complete Rechargeable Power Toothbrush,2158,2.870911415,travel,1
1, Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,185,8.960816958,conditioner,5
2, Avalon Organic Conditioner,183,8.960816958,conditioner,5
3, Avalon Organics Conditioner Awapuhi Mango Moisturizing,184,8.960816958,conditioner,5
4, Giovanni Cosmetics Conditioner Smooth As Silk,1097,8.81651531,conditioner,5
5, Thin to Thick Extra Volume Shampoo,2953,8.558560025,conditioner,4
6, Avalon Shampoo,186,8.471715278,conditioner,4
7, TheraNeem Gentle Therape Shampoo - 12 oz - Liquid,2932,8.467248366,conditioner,4
8, RPS 16-Ounce Waterbed Conditioner,2461,8.356940084,conditioner,5
9, Lily Of The Desert Aloe Vera Juice,1493,7.944266322,conditioner,3
10, Burt's Bees Avocado Butter Pre-Shampoo Hair Treatment with Nettles and Rosemary - 4.34 fl oz,410,7.933626602,conditioner,4
11, Sally Hansen Creme Bleach Extra Strength Arms/Legs/Face,2580,7.877921923,conditioner,3
12, Light Mountain Natural Hair Color And Conditioner,1488,7.456073216,conditioner,4
13, Naturtint - Permanent Hair Colorant,1917,7.411778992,conditioner,3
14, Organix Hair - Brazilian Keratin Therapy Treatment Products,2168,7.35011459,conditioner,3
15, Lily Of The Desert Aloe Vera Gel Whole Leaf,1492,7.300444433,conditioner,3
16, EO Products Shampoo,862,7.248037351,conditioner,3
17," Nit Free Terminator Lice Comb, Professional Stainless Steel Louse and Nit Comb for Head Lice Treatment, Removes Nits",1952,7.213150089,conditioner,3
18," Now Foods, Grape Seed Oil",2007,7.174432958,conditioner,3
19, NOW Foods Jojoba Oil Pure,1766,7.128022985,conditioner,4
20, Marpac TSC 330 Travel Sound Conditioner,1580,7.125204278,conditioner,4
21, Aloe Vesta 2-n-1 Skin Conditioner - 8 oz Bottle,108,7.123129836,conditioner,4
22, Marsona 1288A Programmable Sound Conditioner,1581,7.091082871,conditioner,4
23, Dr. Bronner'S Organic Bar Soaps Pure Castile,764,6.969680715,conditioner,4
24, 100% Pure Tea Tree Oil by Desert Essence 2 Ounces,8,6.922276333,conditioner,3
25, Lice and Nit Eliminating Natural Mousse with Foam Applicator Kit,1465,6.711383092,conditioner,3
26, Dohm-SS Single Speed Sound Conditioner by Marpac (formerly known as the Sleepmate/Sound Screen 580A),756,6.496875757,conditioner,4
27, Surya Henna Henna Cream Light Brown,2848,6.358646749,conditioner,3
28," Afta After Shave Skin Conditioner, original - 3 oz, (Pack of 12)",90,6.289331705,conditioner,4
29, Marpac Dohm-DS Dual Speed Sound Conditioner,1578,6.16796033,conditioner,4
30, Vinylex 1215 Protectant Spray 16.9 oz. (500mL),3080,6.113149656,conditioner,3
31," Now Foods, Apricot Kernel Oil",2003,5.996724213,conditioner,3
32, Light Mountain Hair Color,1487,5.930679199,conditioner,3
33, NOW Foods Tea Tree Oil,1775,5.707629042,conditioner,3
34, Now Foods Organic Macadamia Oil Pure,1987,5.699136755,conditioner,3
35, HomeCare Labs/ Works 03381WK The Works Tub & Shower Cleaner,1254,5.667311022,conditioner,3
36, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,5.664661363,conditioner,3
37, Surya Cream Henna Hair Color - Natural Ingredients,2847,5.445793162,conditioner,3
38, Mustela 2 in 1 Hair & Body Shampoo,1740,5.3073451,conditioner,3
39, Miele ,1681,5.284198062,conditioner,2
40, Heritage Products Castor Oil,1211,5.176401203,conditioner,2
41, Hair Revive Natural Defense for Women,1161,5.091965122,conditioner,2
42, Amazing Herbs Cold-Pressed Black Seed Oil - 16oz,113,5.029736984,conditioner,2
43, Badger Healing Balm,233,5.009851746,conditioner,1
44, Africa's Best Ultimate Herbal Oil 8 oz.,89,4.838903385,conditioner,1
45," Palmolive Eco Gel Dishwasher Detergent, 45 Ounce (Pack of 3)",2209,4.836971596,conditioner,1
46, Remington R-9500 Rotary Shaver with Titanium Coated Cutters and Automatic Cleaning System,2515,4.789173225,conditioner,1
47, Herpecin L,1215,4.734897191,conditioner,1
48, Cerama Bryte Stainless Steel Cleaning Polish (with Mineral Oil),496,4.489282395,conditioner,1
49, Sally Hansen Hair Remover Creme For Face With Vitamin-E,2581,4.367901582,conditioner,1
50, Now Foods Virgin Coconut Oil,1996,4.358474059,conditioner,1
1, Ginseng Vitality Tea 16 Bags,1096,5.536966116,organic,5
2, Active Green Bar,78,5.495690618,organic,5
3," Natracare Organic All Cotton Tampons, Regular with Applicator, 16 Count boxes (Pack of 12)",1792,5.284243146,organic,5
4, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,5.258836742,organic,5
5," Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18)",2178,5.17201367,organic,5
6, Dr. Bronner'S Organic Bar Soaps Pure Castile,764,5.169620191,organic,5
7, Hibiscus Tea - Certified Organic - 24 Teabags,1219,5.141452363,organic,5
8, New Chapter Every Woman Multivitamins,1934,5.083232558,organic,5
9, Cc Pollen Bee Pollen High Desert packed in a bag,483,5.046537577,organic,5
10, Alba Botanica Body Wash,92,5.026638067,organic,5
11," Navitas Naturals Goji Berries, 16-Ounce Pouches",1918,5.010451789,organic,4
12, Jarrow Formulas Coconut Oil 100% Organic Extra Virgin,1340,5.000661625,organic,4
13, Master Cleanse 10-Day Organic Kit with Free MC book,1586,4.924652471,organic,4
14," Seventh Generation Chlorine Free Organic Cotton Tampons, Non-Applicator, 20-Count, Pack of 12, Packaging May Vary",2615,4.881974828,organic,4
15," Rainbow Light, Multivitamin",2473,4.864187893,organic,4
16, Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,185,4.838436497,organic,4
17, Avalon Organics Conditioner Awapuhi Mango Moisturizing,184,4.838436497,organic,4
18, Avalon Organic Conditioner,183,4.838436497,organic,4
19, Aubrey Hand and Body Lotions,172,4.803763864,organic,4
20, Canus Goats Milk Lip Balm,446,4.761880797,organic,4
21," Garden of Life Super Seed Beyond Fiber, 600-Grams",1058,4.73894366,organic,3
22, Flaxseed Oil 16 fl oz (474 ml) Liquid,991,4.692984701,organic,3
23, Moom Botanical Hair Removal Kit,1701,4.67195662,organic,3
24, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,4.671529301,organic,3
25," Citrus Magic, Fruit & Veggie Wash, 16 oz",528,4.659619278,organic,3
26, Probar - 12 Pack,2431,4.648525525,organic,3
27," Wellements Organic Gripe Water for Colic, 4 Fluid Ounce",3149,4.644730253,organic,3
28, Aloe life Skin Gel - 8 oz - Liquid,109,4.627726185,organic,3
29, EO Products Shampoo,862,4.57413693,organic,3
30," Now Foods, Spirulina 500 mg 100% Natural",2018,4.514470224,organic,3
31, Aubrey Organics,173,4.509637706,organic,2
32, Now Foods Organic Macadamia Oil Pure,1987,4.441697434,organic,2
33, Peppermint Tea POUCH for Irritable Bowel Syndrome ~ Heather's Tummy Teas Loose Organic Peppermint Tea (16 oz. Bulk Pouch),2274,4.440486895,organic,2
34," Kotex Lightdays Pantiliners, Long, Unscented, Jumbo Pack, 105 Count",1418,4.435335352,organic,2
35, Avalon Shampoo,186,4.414795984,organic,2
36," Probar Whole Food Nutrition Bar, Cran-Lemon Twister 3 Ounces (Pack of 12)",2432,4.411027861,organic,2
37," Clif Bar Energy Bar, Variety Pack of Crunchy Peanut Butter, Chocolate Chip Peanut Crunch, and Oatmeal Raisin Walnut, 2.4-Ounce Bars, Pack of 24",554,4.386908073,organic,2
38, Fresh Bee Pollen Whole Granules - 16 oz. - Granules,1023,4.380701869,organic,2
39, Natural Balance Colon Clenz,1804,4.342142515,organic,2
40, Nature's Way Echinacea Root Complex,1872,4.313514342,organic,2
41," GURU Energy Drink, 100% Natural, 8.4-Fluid Ounce Can (Pack of 24)",1049,4.290921604,organic,1
42, Source Naturals Spirulina Powder,2762,4.28375895,organic,1
43, Adult Organic Energy Sports Chews,85,4.277767493,organic,1
44," Seventh Generation Natural Laundry Detergent with Non-Chlorine Bleach, Free & Clear, Powder, 112-Ounce Boxes (Pack of 4)",2621,4.269358761,organic,1
45, Nutrex Hawaii Hawaiian Spirulina Pacifica,2036,4.255844504,organic,1
46, Bragg Organic Vinegar Apple Cider (),353,4.250849243,organic,1
47, Greens Plus - Protein Bars - 12 Bars,1133,4.233946267,organic,1
48," BISSELL Pet Stain & Odor Pre-Treat for Carpet & Upholstery, 0790A",208,4.232335928,organic,1
49, Thin to Thick Extra Volume Shampoo,2953,4.223763547,organic,1
50, Nature's Way Hawthorn,1883,4.17532849,organic,1
1, Active Green Bar,78,2.824033555,healthy,5
2, Healthy Trinity (Dairy-free) by Natren - 60 Capsules Probiotics,1181,2.818763754,healthy,5
3, Twinlab Cod Liver Oil Sg,3016,2.790090508,healthy,5
4," Larabar Fruit and Nut Food Bar, 1.7-Ounce Bars (Pack of 16)",1450,2.779060977,healthy,5
5, Kyolic Kyo-Dophilus,1423,2.76306057,healthy,5
6, New Chapter Every Woman Multivitamins,1934,2.716727255,healthy,5
7, Fruit and Veggie Bowl with Removable Ice Pack,1024,2.706045616,healthy,5
8, O'Keefes Creme,2048,2.683537445,healthy,5
9, Hibiscus Tea - Certified Organic - 24 Teabags,1219,2.671421292,healthy,5
10, Now Foods Holy Basil Extract,1978,2.652779135,healthy,5
11, Bojenmi Chinese Diet Tea to Support Weight Control - 20 Bags Per Box,336,2.650198569,healthy,4
12, Probar - 12 Pack,2431,2.646729178,healthy,4
13," Kashi-Go Lean Crunchy, 24 ct Variety Pack",1396,2.642059797,healthy,4
14, Chinese Healthy Balls #40555 (Blue with Phoenix Bird and Dragon),521,2.639233864,healthy,4
15," Nature's Answer Milk Thistle Seed, 1-Ounce",1831,2.629310391,healthy,4
16, Probiotic Defense by Now Foods 90 Vegetarian Capsules,2434,2.628887529,healthy,4
17, Source of Life Energy Shake by Nature's Plus 2.2 Pounds,2775,2.619881587,healthy,4
18, Jason Bodycare Deodorants (2.5 and 3 oz),1354,2.617102383,healthy,4
19," SlimFast Shake Mix, 12.83-Ounce (Pack of 3)",2660,2.61455649,healthy,4
20, EAS Myoplex Lite Nutrition Shake,859,2.608021123,healthy,3
21," Odwalla Nourishing Food Bar, Super Protein, 2.2-Ounce Bars in 12-Count Boxes (Pack of 2)",2083,2.605837775,healthy,3
22, Yerba Prima Psyllium Husks,3183,2.60512861,healthy,3
23, Nature's Way Alive! Pea Shake,1855,2.603630594,healthy,3
24, Osteozyne (180 Capsules) Complete Bone Health & Bone Mass Formula,2182,2.584294479,healthy,3
25," Original Doctor Mom Otoscope, otoscopes - CLAMSHELL kit",2169,2.574715542,healthy,3
26," Ensure Complete Balanced Nutrition Drink, Butter Pecan, 8-Ounce (Pack of 24)",918,2.56913064,healthy,3
27," The Ultimate Life - The Ultimate Meal, 1200 g powder",2926,2.564343579,healthy,3
28, Original Formula by All One,2170,2.554502017,healthy,3
29, Sambazon Organic Acai Powder,2586,2.553079909,healthy,3
30," Navitas Naturals Goji Berries, 16-Ounce Pouches",1918,2.550762796,healthy,3
31, Nature's Way Astragalus Root,1857,2.549655627,healthy,2
32, Source Naturals Artichoke Extract 500mg,2703,2.546715632,healthy,2
33, Nature Made Nature Made Omega-3 Fish Oil,1826,2.545658003,healthy,2
34, Now Foods Now Special Two,1983,2.543793059,healthy,2
35, Lecithin Granules 16 oz (454 g) Granules,1458,2.540383006,healthy,2
36, Tahitian Noni Juice,2870,2.537228488,healthy,2
37," Source Naturals Life Force Multiple, No Iron Tablets",2733,2.535113731,healthy,2
38," Pines International - Wheat Grass Powder, 24 oz powder",2341,2.532590307,healthy,2
39, Iron-Tek Essential Natural 100% Protein,1325,2.529621292,healthy,2
40, iSatori MX-LS7-Contain 7-Keto and Coleus Forskholii as featured on Dr OZ,3227,2.517911137,healthy,2
41, Nature's Way B-100 Complex,1858,2.512754906,healthy,1
42, Fungicure Maximum Strength Anti-Fungal Liquid,1028,2.51174109,healthy,1
43," SOYJOY Bar, Berry, 1.6-Ounce Bars (Pack of 24)",2565,2.509700135,healthy,1
44, Rainbow Light Complete Prenatal System,2466,2.503149039,healthy,1
45, Fungi-Nail Fungi-Nail Anti-Fungal Solution,1027,2.498339461,healthy,1
46, Ginseng Vitality Tea 16 Bags,1096,2.496778604,healthy,1
47, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,2.496692967,healthy,1
48, Source Naturals Wellness Oil of Oregano,2773,2.495365444,healthy,1
49," Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18)",2178,2.492125236,healthy,1
50, Wellness Formula by Source Naturals 90 Tablets,3153,2.487617359,healthy,1
