result_index,product_title,product_id,score,query
8, Happi Tummi Natural Colic Relief Waistband,1168,7.47389659316304,warm clothes
9," Seventh Generation Natural Laundry Detergent with Non-Chlorine Bleach, Free & Clear, Powder, 112-Ounce Boxes (Pack of 4)",2621,7.416956976718846,warm clothes
10," Dry Cleaner's Secret Woolite Dry Clean at Home, Quick & Easy Dry Cleaning Cloths",789,7.304480891329914,warm clothes
11," Win High Performance Sport Liquid Detergent, Super Oxygenated Formula, 21-Ounce Bottles (Pack of 4)",3159,7.164744699959481,warm clothes
12, Thai Deodorants Thai Deodorant Stone with Velvet Pouch,2899,7.150646680970532,warm clothes
13," Shout Color Catcher Dye-Trapping, In-Wash Cloths - 24 ea",2634,7.141345901211894,warm clothes
14, Charlie's Soap Laundry Liquid - 1 Gal Jug - (128 Loads),503,7.105296747763202,warm clothes
15," Wellgate for Women Gel-Comfort Knee Support, 1 Size",3151,6.9389608566393655,warm clothes
16, Burberry Brit By Burberry For Women. Eau De Toilette Spray 3.3-Ounces,408,6.5800449257098395,warm clothes
17," Kleen Free Naturally, Natural, Non-Toxic, Enzyme Solution and Multi-Purpose Cleaner",1409,6.551228475386732,warm clothes
18, Nad's Hair Removal Gel Kit 6 oz. Gel And Accessories,1785,6.523210303833637,warm clothes
19," Comfort Bath Value Size! Personal Cleansing, Ultra-Thick Disposable Washcloths, 32 ea",589,6.441122404178399,warm clothes
20, Desolv It Citrus Solution 12.6oz,710,6.316026947051741,warm clothes
21," Duro-Med Posture Corrector, White,",837,6.201185338173895,warm clothes
22, Futuro Stabilizing Back Support,1035,6.163991690945201,warm clothes
23, Chamomile Body Sugar 5 Ounces,498,5.963390759521702,warm clothes
24," Charlie's Soap Laundry Pre-Spray, 16.9 Ounce",504,5.83518009733462,warm clothes
25, Crystal Body Deodorant Crystal Body Deodorant Stick,648,5.804766194333706,warm clothes
26, Oil Eater Cleaner Degreaser 32oz,2086,5.771421221454088,warm clothes
27," Thermalon Microwave Activated Moist Heat-Cold Compress Wrap for Back, Neck, Shoulder, Head, Abdomen, 5.5"" x 18.5""",2937,5.714476964391582,warm clothes
28, Sunbeam Flexible Heating Pad,2831,5.6919285514495375,warm clothes
29, DEODORANT STONES OF AMERICA Thai Crystal Mist Spray 8 oz,669,5.659270488237729,warm clothes
30," Seventh Generation Natural Fabric Softener, Blue Eucalyptus and Lavender Scent, Ultra-Concentrated, 40-Ounce Bottles (Pack of 6)",2620,5.64344709876954,warm clothes
31, Bio Kleen Oxygen Bleach Plus,284,5.617371248816527,warm clothes
32, Rit Sun Guard Laundry Treatment UV Protectant - si,2536,5.609279381837138,warm clothes
33, Sunbeam 756-500 Heating Pad with UltraHeatTechnology,2828,5.603326034506178,warm clothes
34, Perwoll Black Magic Laundry Soap 750 ml,2277,5.545203939042155,warm clothes
35, Certain Dri Antiperspirant Roll-On for Excessive Perspiration-1.2 oz,497,5.522843026667509,warm clothes
36," Planet Ultra Powdered Laundry Detergent, 64-Ounce Boxes (Pack of 10)",2346,5.496150567442099,warm clothes
37," Seventh Generation Natural Laundry Detergent, Free & Clear, Ultra-Concentrated Liquid, 150-Ounce Bottles (Pack of 3)",2623,5.479332704862769,warm clothes
38, Bed Buddy Hot Pack by EasyComforts,266,5.467632882531577,warm clothes
39," Priva Waterproof Mealtime Protector, Blue Terry",2418,5.456792804247431,warm clothes
40," Mrs. Meyer's Clean Day Fabric Softener, 32-Ounce Bottles (Case of 6)",1721,5.420155262144513,warm clothes
41, Miele / Henkel ,1682,5.411933864334107,warm clothes
42," Planet Ultra Liquid Laundry Detergent, 100 Fluid-Ounce Bottles (Pack of 4)",2345,5.379021042417691,warm clothes
43, Household Essentials Hanging Cotton Canvas Laundry Hamper Bag,1270,5.365437155037927,warm clothes
44," All Small & Mighty HE Laundry Detergent for High Efficiency Washers, Triple Concentrated Liquid, Fresh Rain Scent, 32-Load Bottles (Pack of 9)",97,5.341602562611989,warm clothes
45," All Small & Mighty, Triple Concentrated Liquid Laundry Detergent, Stainlifter, 32 Loads Per Bottle",100,5.337167142996264,warm clothes
46, Smartek ST-25 Deluxe Clothes Shaver,2668,5.325166206190041,warm clothes
47," Seventh Generation Natural Laundry Detergent, Baby, Ultra-Concentrated Liquid, 50-Ounces Bottles (Pack of 6)",2622,5.284301606215441,warm clothes
48," Bounce Fabric Softener Sheets, Outdoor Fresh Scent, 120-Count Box (Pack of 2)",347,5.2735828357449765,warm clothes
49, Open Knee Wrap Stabilizer,2124,5.268566472754546,warm clothes
50, Spray N Wash Dual Pwr Pretrea - 12 Pack,2792,5.2115792072237035,warm clothes
1, Marpac TSC 330 Travel Sound Conditioner,1580,3.447555744217515,travel
2, Dex Products Travel Wipes Warmer,715,3.441064531467894,travel
3, MB9910T Slim Line Reader in Metal Tube with Spring Hinge and Clip,1540,3.4322607292805394,travel
4, Chrome METAL SHAVING SOAP BOWL silver shave dish with LID covered holder NEW Great for Travel,527,3.4142681678018945,travel
5, Activa Mens Dress Socks Moderate Compression 20-30 mmHg,76,3.381810679341252,travel
6, The Stick Travel Stick,2924,3.3251862304182733,travel
7, Braun PocketGo P-70 Men's Shaver,374,3.3163080385517745,travel
8," Floxite 5X Lighted Magnifying Mirror 5"" white",1007,3.3068088396150466,travel
9," Medport Diabetes Travel Organizer From GMS Holds Two Weeks Supplies/ Will Hold Syringes,vials Pens Secure - Cold for 12 hours, Cools for up to 18 Hrs Comes with 2-6 Oz Cold-Gel Paks",1636,3.292918552191645,travel
10, Panasonic EW1270AC Portable Oral Irrigator,2244,3.2849363837302903,travel
11, Braun 3612 InterFace Rechargeable Shaver,356,3.274443737536421,travel
12, Medic-Air Back Pillo,1618,3.2513568693240504,travel
13, Jobst Ultrasheer 15-20 Knee-High Silky Beige Large,1375,3.2338322324354243,travel
14, Back Booster 1001 Inflatable Lumbar Support Cushion,227,3.217047464906165,travel
15, Remington MSC-140 Men's Titanium Battery Operated Foil Travel Shaver,2512,3.189252140715692,travel
16, Travel John - Portable Bathroom (3 pack),2981,3.184594341972529,travel
17, Genuine Corflex Medic Air Back Pillow - Blue,1067,3.176766632702977,travel
18," Wahl 9906-2001 ""The Mustache"" Cordless/Battery Operated Beard and Mustache Trimmer",3106,3.1722227515886656,travel
19, WAHL 9962-717 Compact Travel Trimmer,3091,3.1510663268408963,travel
20, Contour Backmax Support System,610,3.1445800077448216,travel
21, ROHO High Profile Quadtro Select Cushion,2460,3.1382444746967,travel
22," Hefty One Zip 2.5 Gallon Jumbo Storage/Freezer Bags,12 Count Boxes (Pack of 9)",1194,3.1277622484141427,travel
23, The First Years Deluxe Fold and Go Diapering Kit,2906,3.12672598684816,travel
24, Zadro Ultimate Lighted Make-up Mirror,3188,3.1165262594272742,travel
25," Apex Weekly Pill Organizer, Twice-a-Day, 1 Pill Organizer (Colors May Vary)",153,3.069044856875606,travel
26, Kids Earplane Ear Plugs For Airplane Travel,1401,3.0613177937918032,travel
27, HoMedics SQM-N1 Squish Massaging Neck Pillow,1243,3.0569883955277968,travel
28," Panasonic ES7801S Triple Blade Wet/Dry Men's Shaver, Silver",2234,3.051234877219526,travel
29, Sombra Pain-Relieving Gel,2689,3.0483662318966993,travel
30," Preserve Toothbrushes, Ultra Soft Bristles, 6-Counts",2396,3.040310486768137,travel
31, Panasonic ES4026CMB Men's Double Blade Shaving Combo with Bonus Nose/Ear Trimmer,2229,3.0341229070217355,travel
32, Kiddopotamus Quickchange Portable Changing Pad,1399,3.0334920984338094,travel
33, Interplak WJ2CS Compact Rechargeable Water Jet,1317,3.0239052146250227,travel
34, Magic Focus Big Eyes Standing Vanity Gooseneck 5X Mirror,1563,3.0196803682947624,travel
35, Griffin Technology 4002-TJUICE TuneJuice Battery Backup for iPod and iPod mini,1135,3.018567933213464,travel
36, Meditation Timer,1619,3.0153120644304257,travel
37, Tweezerman Mini Slant Tweezer,3008,3.014066298005685,travel
38, Philips Norelco 7745X Cool Skin Lotion Dispensing Cordless Rechargeable Shaver,2292,3.005963418695909,travel
39, DigiPower DPS-3000+ 3-Hour AA/AAA Rechargeable Battery Kit with 4 AA 2700 mAh Batteries and Car Charger,722,2.996252596808415,travel
40, Waterpik Waterflosser Cordless Rechargeable WP-360W,3134,2.957581464564818,travel
41, FRIO Large Insulin Cooling Case,963,2.951226095133607,travel
42, Munchkin Travel Diaper Changing Kit (colors may vary),1733,2.9334713439819367,travel
43," Shout Wipes, Portable Stain Treater Towelettes - 12 ea",2635,2.9089082694137467,travel
44," Source Naturals Melatonin, 2.5mg",2742,2.902542910153479,travel
45, Chicco C5 Umbrella Stroller,515,2.8947335860546137,travel
46," Mack's Pillow Soft Silicone Earplugs, Value Pack, 6 pr",1560,2.8904327361082625,travel
47, Bucky Shades Sleep Mask With Earplugs,405,2.8860735371993176,travel
48, Amazon.com,115,2.873744586036034,travel
49, Marsona DS-600A Sound Conditioner with Six Sounds,1582,2.8716945408669106,travel
50, Oral-B S-320 Sonic Complete Rechargeable Power Toothbrush,2158,2.8709114145293477,travel
1, Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,185,8.960816958013497,conditioner
2, Avalon Organic Conditioner,183,8.960816958013497,conditioner
3, Avalon Organics Conditioner Awapuhi Mango Moisturizing,184,8.960816958013497,conditioner
4, Giovanni Cosmetics Conditioner Smooth As Silk,1097,8.816515309981531,conditioner
5, Thin to Thick Extra Volume Shampoo,2953,8.558560024643384,conditioner
6, Avalon Shampoo,186,8.471715278335655,conditioner
7, TheraNeem Gentle Therape Shampoo - 12 oz - Liquid,2932,8.467248365606803,conditioner
8, RPS 16-Ounce Waterbed Conditioner,2461,8.356940084388999,conditioner
9, Lily Of The Desert Aloe Vera Juice,1493,7.944266322450295,conditioner
10, Burt's Bees Avocado Butter Pre-Shampoo Hair Treatment with Nettles and Rosemary - 4.34 fl oz,410,7.933626602274091,conditioner
11, Sally Hansen Creme Bleach Extra Strength Arms/Legs/Face,2580,7.877921923169795,conditioner
12, Light Mountain Natural Hair Color And Conditioner,1488,7.456073216016599,conditioner
13, Naturtint - Permanent Hair Colorant,1917,7.411778992114146,conditioner
14, Organix Hair - Brazilian Keratin Therapy Treatment Products,2168,7.350114589951143,conditioner
15, Lily Of The Desert Aloe Vera Gel Whole Leaf,1492,7.300444433104071,conditioner
16, EO Products Shampoo,862,7.248037351124671,conditioner
17," Nit Free Terminator Lice Comb, Professional Stainless Steel Louse and Nit Comb for Head Lice Treatment, Removes Nits",1952,7.213150088505725,conditioner
18," Now Foods, Grape Seed Oil",2007,7.174432958268935,conditioner
19, NOW Foods Jojoba Oil Pure,1766,7.1280229847226915,conditioner
20, Marpac TSC 330 Travel Sound Conditioner,1580,7.125204277756917,conditioner
21, Aloe Vesta 2-n-1 Skin Conditioner - 8 oz Bottle,108,7.123129835958475,conditioner
22, Marsona 1288A Programmable Sound Conditioner,1581,7.091082870535692,conditioner
23, Dr. Bronner'S Organic Bar Soaps Pure Castile,764,6.969680715447232,conditioner
24, 100% Pure Tea Tree Oil by Desert Essence 2 Ounces,8,6.922276333128311,conditioner
25, Lice and Nit Eliminating Natural Mousse with Foam Applicator Kit,1465,6.711383091943908,conditioner
26, Dohm-SS Single Speed Sound Conditioner by Marpac (formerly known as the Sleepmate/Sound Screen 580A),756,6.496875756609397,conditioner
27, Surya Henna Henna Cream Light Brown,2848,6.358646748718312,conditioner
28," Afta After Shave Skin Conditioner, original - 3 oz, (Pack of 12)",90,6.2893317045662895,conditioner
29, Marpac Dohm-DS Dual Speed Sound Conditioner,1578,6.167960329768736,conditioner
30, Vinylex 1215 Protectant Spray 16.9 oz. (500mL),3080,6.113149655907765,conditioner
31," Now Foods, Apricot Kernel Oil",2003,5.9967242132517775,conditioner
32, Light Mountain Hair Color,1487,5.930679199073794,conditioner
33, NOW Foods Tea Tree Oil,1775,5.707629042284909,conditioner
34, Now Foods Organic Macadamia Oil Pure,1987,5.699136754580726,conditioner
35, HomeCare Labs/ Works 03381WK The Works Tub & Shower Cleaner,1254,5.667311021947809,conditioner
36, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,5.6646613627969895,conditioner
37, Surya Cream Henna Hair Color - Natural Ingredients,2847,5.445793162008551,conditioner
38, Mustela 2 in 1 Hair & Body Shampoo,1740,5.307345100151999,conditioner
39, Miele ,1681,5.284198062098168,conditioner
40, Heritage Products Castor Oil,1211,5.176401203208102,conditioner
41, Hair Revive Natural Defense for Women,1161,5.09196512228673,conditioner
42, Amazing Herbs Cold-Pressed Black Seed Oil - 16oz,113,5.029736984168334,conditioner
43, Badger Healing Balm,233,5.0098517455559275,conditioner
44, Africa's Best Ultimate Herbal Oil 8 oz.,89,4.838903384641483,conditioner
45," Palmolive Eco Gel Dishwasher Detergent, 45 Ounce (Pack of 3)",2209,4.8369715964878806,conditioner
46, Remington R-9500 Rotary Shaver with Titanium Coated Cutters and Automatic Cleaning System,2515,4.7891732248020995,conditioner
47, Herpecin L,1215,4.734897190572541,conditioner
48, Cerama Bryte Stainless Steel Cleaning Polish (with Mineral Oil),496,4.489282394886419,conditioner
49, Sally Hansen Hair Remover Creme For Face With Vitamin-E,2581,4.367901581547256,conditioner
50, Now Foods Virgin Coconut Oil,1996,4.358474059200682,conditioner
1, Ginseng Vitality Tea 16 Bags,1096,5.536966116372739,organic
2, Active Green Bar,78,5.495690618279103,organic
3," Natracare Organic All Cotton Tampons, Regular with Applicator, 16 Count boxes (Pack of 12)",1792,5.284243145917317,organic
4, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,5.258836742081907,organic
5," Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18)",2178,5.172013669962369,organic
6, Dr. Bronner'S Organic Bar Soaps Pure Castile,764,5.1696201910273745,organic
7, Hibiscus Tea - Certified Organic - 24 Teabags,1219,5.141452362642693,organic
8, New Chapter Every Woman Multivitamins,1934,5.083232558188446,organic
9, Cc Pollen Bee Pollen High Desert packed in a bag,483,5.046537577294996,organic
10, Alba Botanica Body Wash,92,5.02663806708829,organic
11," Navitas Naturals Goji Berries, 16-Ounce Pouches",1918,5.010451788758063,organic
12, Jarrow Formulas Coconut Oil 100% Organic Extra Virgin,1340,5.00066162522516,organic
13, Master Cleanse 10-Day Organic Kit with Free MC book,1586,4.9246524713946815,organic
14," Seventh Generation Chlorine Free Organic Cotton Tampons, Non-Applicator, 20-Count, Pack of 12, Packaging May Vary",2615,4.8819748284377935,organic
15," Rainbow Light, Multivitamin",2473,4.864187892750563,organic
16, Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,185,4.838436496594394,organic
17, Avalon Organics Conditioner Awapuhi Mango Moisturizing,184,4.838436496594394,organic
18, Avalon Organic Conditioner,183,4.838436496594394,organic
19, Aubrey Hand and Body Lotions,172,4.803763864426539,organic
20, Canus Goats Milk Lip Balm,446,4.761880797289443,organic
21," Garden of Life Super Seed Beyond Fiber, 600-Grams",1058,4.738943660346702,organic
22, Flaxseed Oil 16 fl oz (474 ml) Liquid,991,4.692984700617127,organic
23, Moom Botanical Hair Removal Kit,1701,4.671956619782958,organic
24, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,4.671529300977735,organic
25," Citrus Magic, Fruit & Veggie Wash, 16 oz",528,4.659619277771022,organic
26, Probar - 12 Pack,2431,4.648525524655395,organic
27," Wellements Organic Gripe Water for Colic, 4 Fluid Ounce",3149,4.644730252763056,organic
28, Aloe life Skin Gel - 8 oz - Liquid,109,4.627726184854757,organic
29, EO Products Shampoo,862,4.574136930473563,organic
30," Now Foods, Spirulina 500 mg 100% Natural",2018,4.5144702235597425,organic
31, Aubrey Organics,173,4.509637706021243,organic
32, Now Foods Organic Macadamia Oil Pure,1987,4.441697433908725,organic
33, Peppermint Tea POUCH for Irritable Bowel Syndrome ~ Heather's Tummy Teas Loose Organic Peppermint Tea (16 oz. Bulk Pouch),2274,4.440486894962474,organic
34," Kotex Lightdays Pantiliners, Long, Unscented, Jumbo Pack, 105 Count",1418,4.435335352046724,organic
35, Avalon Shampoo,186,4.414795984140441,organic
36," Probar Whole Food Nutrition Bar, Cran-Lemon Twister 3 Ounces (Pack of 12)",2432,4.411027860693604,organic
37," Clif Bar Energy Bar, Variety Pack of Crunchy Peanut Butter, Chocolate Chip Peanut Crunch, and Oatmeal Raisin Walnut, 2.4-Ounce Bars, Pack of 24",554,4.3869080727194385,organic
38, Fresh Bee Pollen Whole Granules - 16 oz. - Granules,1023,4.380701868653698,organic
39, Natural Balance Colon Clenz,1804,4.342142515359872,organic
40, Nature's Way Echinacea Root Complex,1872,4.313514342303172,organic
41," GURU Energy Drink, 100% Natural, 8.4-Fluid Ounce Can (Pack of 24)",1049,4.290921603850594,organic
42, Source Naturals Spirulina Powder,2762,4.2837589501497675,organic
43, Adult Organic Energy Sports Chews,85,4.277767492676132,organic
44," Seventh Generation Natural Laundry Detergent with Non-Chlorine Bleach, Free & Clear, Powder, 112-Ounce Boxes (Pack of 4)",2621,4.269358761290225,organic
45, Nutrex Hawaii Hawaiian Spirulina Pacifica,2036,4.255844504280827,organic
46, Bragg Organic Vinegar Apple Cider (),353,4.250849243108765,organic
47, Greens Plus - Protein Bars - 12 Bars,1133,4.233946267245882,organic
48," BISSELL Pet Stain & Odor Pre-Treat for Carpet & Upholstery, 0790A",208,4.232335927540956,organic
49, Thin to Thick Extra Volume Shampoo,2953,4.223763547213434,organic
50, Nature's Way Hawthorn,1883,4.1753284904421415,organic
1, Active Green Bar,78,2.8240335552519804,healthy
2, Healthy Trinity (Dairy-free) by Natren - 60 Capsules Probiotics,1181,2.8187637541340322,healthy
3, Twinlab Cod Liver Oil Sg,3016,2.7900905077026406,healthy
4," Larabar Fruit and Nut Food Bar, 1.7-Ounce Bars (Pack of 16)",1450,2.779060976964611,healthy
5, Kyolic Kyo-Dophilus,1423,2.763060570338477,healthy
6, New Chapter Every Woman Multivitamins,1934,2.7167272554964756,healthy
7, Fruit and Veggie Bowl with Removable Ice Pack,1024,2.706045616452807,healthy
8, O'Keefes Creme,2048,2.6835374451397533,healthy
9, Hibiscus Tea - Certified Organic - 24 Teabags,1219,2.671421291942929,healthy
10, Now Foods Holy Basil Extract,1978,2.652779135359456,healthy
11, Bojenmi Chinese Diet Tea to Support Weight Control - 20 Bags Per Box,336,2.6501985693154126,healthy
12, Probar - 12 Pack,2431,2.646729178281992,healthy
13," Kashi-Go Lean Crunchy, 24 ct Variety Pack",1396,2.6420597973848055,healthy
14, Chinese Healthy Balls #40555 (Blue with Phoenix Bird and Dragon),521,2.639233864342415,healthy
15," Nature's Answer Milk Thistle Seed, 1-Ounce",1831,2.629310390692442,healthy
16, Probiotic Defense by Now Foods 90 Vegetarian Capsules,2434,2.628887529253145,healthy
17, Source of Life Energy Shake by Nature's Plus 2.2 Pounds,2775,2.6198815869676984,healthy
18, Jason Bodycare Deodorants (2.5 and 3 oz),1354,2.6171023831689633,healthy
19," SlimFast Shake Mix, 12.83-Ounce (Pack of 3)",2660,2.6145564899098472,healthy
20, EAS Myoplex Lite Nutrition Shake,859,2.6080211232666293,healthy
21," Odwalla Nourishing Food Bar, Super Protein, 2.2-Ounce Bars in 12-Count Boxes (Pack of 2)",2083,2.6058377754503534,healthy
22, Yerba Prima Psyllium Husks,3183,2.6051286101051754,healthy
23, Nature's Way Alive! Pea Shake,1855,2.6036305943826594,healthy
24, Osteozyne (180 Capsules) Complete Bone Health & Bone Mass Formula,2182,2.584294479368892,healthy
25," Original Doctor Mom Otoscope, otoscopes - CLAMSHELL kit",2169,2.5747155419527323,healthy
26," Ensure Complete Balanced Nutrition Drink, Butter Pecan, 8-Ounce (Pack of 24)",918,2.5691306399690697,healthy
27," The Ultimate Life - The Ultimate Meal, 1200 g powder",2926,2.5643435786836473,healthy
28, Original Formula by All One,2170,2.5545020169492294,healthy
29, Sambazon Organic Acai Powder,2586,2.553079909284008,healthy
30," Navitas Naturals Goji Berries, 16-Ounce Pouches",1918,2.5507627962067585,healthy
31, Nature's Way Astragalus Root,1857,2.5496556271711426,healthy
32, Source Naturals Artichoke Extract 500mg,2703,2.5467156324175164,healthy
33, Nature Made Nature Made Omega-3 Fish Oil,1826,2.5456580031413054,healthy
34, Now Foods Now Special Two,1983,2.5437930590121196,healthy
35, Lecithin Granules 16 oz (454 g) Granules,1458,2.5403830061884975,healthy
36, Tahitian Noni Juice,2870,2.5372284883715195,healthy
37," Source Naturals Life Force Multiple, No Iron Tablets",2733,2.5351137305140603,healthy
38," Pines International - Wheat Grass Powder, 24 oz powder",2341,2.532590307312154,healthy
39, Iron-Tek Essential Natural 100% Protein,1325,2.5296212919100514,healthy
40, iSatori MX-LS7-Contain 7-Keto and Coleus Forskholii as featured on Dr OZ,3227,2.5179111371713687,healthy
41, Nature's Way B-100 Complex,1858,2.5127549062670047,healthy
42, Fungicure Maximum Strength Anti-Fungal Liquid,1028,2.511741089544987,healthy
43," SOYJOY Bar, Berry, 1.6-Ounce Bars (Pack of 24)",2565,2.509700134716427,healthy
44, Rainbow Light Complete Prenatal System,2466,2.503149039272936,healthy
45, Fungi-Nail Fungi-Nail Anti-Fungal Solution,1027,2.498339460877246,healthy
46, Ginseng Vitality Tea 16 Bags,1096,2.4967786044387132,healthy
47, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,2.4966929668351634,healthy
48, Source Naturals Wellness Oil of Oregano,2773,2.4953654437168717,healthy
