result_index,product_title,product_id,score,query,rel
26, Jobst Women's UltraSheer Firm Support Pantyhose,1379,0.528545737,warm clothes,3
27," Win High Performance Sport Liquid Detergent, Super Oxygenated Formula, 21-Ounce Bottles (Pack of 4)",3159,0.525695682,warm clothes,3
28, 4Life Transfer Factor Classic (90 capsules),43,0.525226712,warm clothes,3
29, Cotton Gloves by Allerderm - Medium Size 1 Pair,622,0.524277031,warm clothes,4
30, Panasonic EW3039S Easy-to-Use Wrist Blood Pressure Monitor,2247,0.523587823,warm clothes,2
31, Natrol (incl Laci Le Beau Teas) Soy Isoflavones,1801,0.523086786,warm clothes,2
32, Cando Econocuff Wrist/Ankle Weight,439,0.52118659,warm clothes,2
33, 3 Week Rapid Weight Loss System-Lipovarin-Thyrotril-Aquadrene,22,0.520959258,warm clothes,2
34," Planet Ultra Powdered Laundry Detergent, 64-Ounce Boxes (Pack of 10)",2346,0.520084977,warm clothes,2
35," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.519113719,warm clothes,2
36," Seventh Generation Laundry Detergent, White Flower & Bergamot Citrus, Powder, 112-Ounce Boxes (Pack of 4)",2618,0.516951025,warm clothes,2
37," All Small & Mighty HE Laundry Detergent for High Efficiency Washers, Triple Concentrated Liquid, Fresh Rain Scent, 32-Load Bottles (Pack of 9)",97,0.516812146,warm clothes,2
38," Thermoskin Carpal Tunnel Brace with Dorsal Stay, Right",2946,0.514438212,warm clothes,2
39, Charlie's Soap Laundry Liquid - 1 Gal Jug - (128 Loads),503,0.51378274,warm clothes,2
40," All Small & Mighty, Triple Concentrated Liquid Laundry Detergent, Free Clear, 32 loads per bottle",98,0.513654888,warm clothes,2
41, Rimless Concierge Tube Reader,2534,0.513038754,warm clothes,1
42, Herbal Concepts Hot/Cold Comfort Booties,1202,0.511706531,warm clothes,1
43, Jobst Women's UltraSheer Firm Support Knee Highs,1378,0.511449158,warm clothes,1
44, Duro-Med Walkerballs,847,0.511394441,warm clothes,1
45," Pair of Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace with Dorsal Stay, Right and Left",2208,0.510597408,warm clothes,1
46, Tucks Medicated Hemorrhoid Cooling Pads,3000,0.509748101,warm clothes,1
47," Biokleen Premium Plus Laundry Powder, 5-Lb. Boxes (Pack of 8)",295,0.509443939,warm clothes,1
48, Prenatal Cradle - Medium / Large,2389,0.509185672,warm clothes,1
49," Seventh Generation Natural Laundry Detergent with Non-Chlorine Bleach, Free & Clear, Powder, 112-Ounce Boxes (Pack of 4)",2621,0.508650661,warm clothes,1
50, Zyroxin (120 Caps) - Next Generation Weight Loss Pill!,3217,0.508301854,warm clothes,1
1, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.662740052,travel,5
2, Health Plus Colon Cleanse,1177,0.649790347,travel,5
3, JetLine Z-Torch Dual Flame Torch lighter,1363,0.634802222,travel,5
4, Duro-Med Portable Bidet/Sitz Bath,836,0.634111762,travel,5
5," Floxite 5X Lighted Magnifying Mirror 5"" white",1007,0.625524879,travel,5
6, Rainbow Light Complete B Complex,2464,0.624592125,travel,5
7, Ultraviolet Set Eau de Parfum for Women by Paco Rabanne,3042,0.619813919,travel,5
8, Nature's Way Vitamin C 1000 with Rose Hips,1911,0.616498947,travel,5
9, Nature's Way Magnesium,1890,0.615955293,travel,5
10, ULTRA SOURCE OF LIFE W/LUTEIN,3030,0.614996254,travel,5
11, MB1017 Reading Glasses w/Spring Hinge and Subtle Stylish Stripe,1538,0.610670924,travel,4
12, Shave Pro Cordless Shaver,2630,0.61031878,travel,4
13," Master Massage Deluxe Massage Table Carrying Case, 29 Inch",1593,0.61012429,travel,4
14, Once Daily High Energy Multi-Vita-Min,2115,0.608675361,travel,4
15, Kodak K5000-C Li-Ion Rapid Battery Charger Kit,1414,0.608100593,travel,4
16, OTC Cock-Up Wrist Splint,2057,0.608089209,travel,4
17," Os-Cal Chewable Calcium 500 + 600iu D3, Lemon Chiffon Flavor, 120 Chewable Tablets",2177,0.60642302,travel,4
18," Kimberly-Clark Kleenex 21195 Facial Tissue Junior, White (48 Boxes of 65 Tissues)",1402,0.604082704,travel,4
19," Weil Nutritional Complete Daily Pack Vitamin Supplement, 30-Count Box",3141,0.601494193,travel,4
20, Nature's Way Vitamin B-2,1910,0.6001243,travel,4
21, Reed Diffusers - 8.0 fl oz (Mandarin Grapefruit),2490,0.600011408,travel,3
22," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.599452257,travel,3
23, Panasonic ES4026CMB Men's Double Blade Shaving Combo with Bonus Nose/Ear Trimmer,2229,0.599112093,travel,3
24, Nutri-West - DSF FORMULA - 120,2037,0.595862091,travel,3
25, Reed Diffusers - 4.0 fl oz (Sandalwood),2489,0.593172371,travel,3
26, One-A-Day Essential High Potency Multivitamin -- 130 Tablets,2120,0.591698647,travel,3
27, Nature's Way SystemWell Immune System,1907,0.590790331,travel,3
28," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.590699077,travel,3
29, Master Massage 28-Inch Deluxe Massage Table Carrying Case,1588,0.590310037,travel,3
30, Reed Diffusers - 4.0 fl oz (Mandarin Grapefruit),2488,0.589844584,travel,3
31," Medport Diabetes Travel Organizer From GMS Holds Two Weeks Supplies/ Will Hold Syringes,vials Pens Secure - Cold for 12 hours, Cools for up to 18 Hrs Comes with 2-6 Oz Cold-Gel Paks",1636,0.589730322,travel,2
32, Remington MSC-140 Men's Titanium Battery Operated Foil Travel Shaver,2512,0.589261472,travel,2
33, Balanced B Complex,237,0.587110698,travel,2
34," EVE522FP4 Energizer 9V Alkaline Batteries, 4 per Pack",863,0.584844649,travel,2
35, Remington SP-94 Microscreen 3 Replacement Screen and Cutters for MicroScreen 3TCT Shavers,2518,0.584182262,travel,2
36, Nature's Way B-50 Complex,1859,0.579947412,travel,2
37, Easter C 500 Mg Vegetarian Capsules,872,0.578815997,travel,2
38," Olbas Inhaler, 0.01 Ounce",2088,0.578796089,travel,2
39, K-Y K-Y Personal Lubricant Jelly,1391,0.577595234,travel,2
40, Energizer 2016 3V Lithium Button Cell Battery Retail Pack - 2-Pack,907,0.576311231,travel,2
41, Braun PocketGo P-70 Men's Shaver,374,0.574966967,travel,1
42, Sodium Chloride 5% ophthalmic solution - 15 ml,2673,0.57398051,travel,1
43," Panasonic ES7801S Triple Blade Wet/Dry Men's Shaver, Silver",2234,0.57320863,travel,1
44, Nature's Way Vitamin C 500,1912,0.572517335,travel,1
45, AAA 42 Piece Emergency Road Assistance Kit,56,0.572328508,travel,1
46, Squeeze Ease Tube Squeezer,2793,0.57201916,travel,1
47, DMAE (130mg),673,0.571928799,travel,1
48," Panasonic ES4815S Pro Curve Compact Mens Shaver With Double Blades, Blue/Silver",2231,0.571366012,travel,1
49, AAA 70 Piece Explorer Road Assistance Kit,57,0.570967376,travel,1
50, AAA 73 Piece Premium Excursion Road Kit,58,0.570822299,travel,1
1, Avalon Organic Conditioner,183,0.759057164,conditioner,5
2, Avalon Organics Conditioner Awapuhi Mango Moisturizing,184,0.746732056,conditioner,5
3, Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,185,0.743557215,conditioner,5
4, Giovanni Cosmetics Conditioner Smooth As Silk,1097,0.729425013,conditioner,5
5, Avalon Shampoo,186,0.719684064,conditioner,5
6, RPS 16-Ounce Waterbed Conditioner,2461,0.712877393,conditioner,5
7, EO Products Shampoo,862,0.695319057,conditioner,5
8, Mustela Dermo-cleansing,1741,0.677821517,conditioner,5
9, Mustela 2 in 1 Hair & Body Shampoo,1740,0.676531911,conditioner,5
10, Africa's Best Ultimate Herbal Oil 8 oz.,89,0.667349279,conditioner,5
11, Aura Cacia - Lavender Essential Oil,175,0.647237301,conditioner,4
12," Method Daily Granite Apple Orchard, 12-Ounce Bottles (Pack of 6)",1668,0.640359759,conditioner,4
13," Mrs. Meyer's Clean Day Counter Top Spray, 16-Ounce Bottles (Case of 6)",1719,0.638253212,conditioner,4
14, Mrs. Meyer's Clean Day All Purpose Cleaner 32 fl oz (946 ml),1716,0.635871589,conditioner,4
15," Earth Friendly Products Carpet Shampoo, Concentrated with Bergamot & Sage, 40 Ounces (Pack of 8)",865,0.634849846,conditioner,4
16, Alba Botanica Hawaiian Kukui Nut Organic Massage Oil,93,0.634150207,conditioner,4
17," Seventh Generation Natural Laundry Detergent with Non-Chlorine Bleach, Free & Clear, Powder, 112-Ounce Boxes (Pack of 4)",2621,0.633820534,conditioner,4
18, Heritage Products Rosewater,1213,0.633446693,conditioner,4
19, Thin to Thick Extra Volume Shampoo,2953,0.632506728,conditioner,4
20, NOW Foods Jojoba Oil Pure,1766,0.629781485,conditioner,4
21," Seventh Generation Natural Laundry Detergent, Free & Clear, Ultra-Concentrated Liquid, 150-Ounce Bottles (Pack of 3)",2623,0.629036427,conditioner,3
22, Mrs. Meyer's Clean Day Counter Top Spray 16 fl oz (473 ml),1718,0.626970768,conditioner,3
23, Burt's Bees Avocado Butter Pre-Shampoo Hair Treatment with Nettles and Rosemary - 4.34 fl oz,410,0.626399636,conditioner,3
24," Seventh Generation Laundry Detergent, White Flower & Bergamot Citrus, Powder, 112-Ounce Boxes (Pack of 4)",2618,0.623737156,conditioner,3
25, Essential Oil Home Aromatherapy Sampler Set- 6/10 ml.,938,0.62224257,conditioner,3
26, Jason Body Care Satin Shower Body Wash,1353,0.621934831,conditioner,3
27, Reed Diffusers - 8.0 fl oz (Mandarin Grapefruit),2490,0.619313955,conditioner,3
28," Now Foods, Apricot Kernel Oil",2003,0.615082443,conditioner,3
29, Plantlife Lavender 100% Pure Essential Oil - Bulgarian - 10 ml,2349,0.613389373,conditioner,3
30," Seventh Generation Natural Laundry Detergent, Lavender Scented, Ultra-Concentrated Liquid, 100-Ounce Bottles (Pack of 4)",2624,0.613041639,conditioner,3
31, Health Plus Colon Cleanse,1177,0.611332476,conditioner,2
32, Natural Selection Bath and Body's Zen Massage Oil 8 oz,1819,0.611295581,conditioner,2
33, Hoover 40303048 48-Ounce Floor-to-Floor Cleaner for FloorMate,1260,0.607652366,conditioner,2
34, Earth Mama Angel Baby Angel Baby Shampoo & Body Wash,868,0.605873406,conditioner,2
35, Now Foods Orange Oil,1985,0.605683982,conditioner,2
36, Tide HE Original Scent with Actilift,2962,0.605436623,conditioner,2
37, Surya Henna Henna Cream Light Brown,2848,0.604484797,conditioner,2
38, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,0.603521824,conditioner,2
39, Hope's Floor Revive Floor Shine 16-Ounce Bottles (Pack of 6),1268,0.603177011,conditioner,2
40, Aura Cacia Aromatherapy Mist,176,0.602923751,conditioner,2
41, Reed Diffusers - 4.0 fl oz (Sandalwood),2489,0.599575758,conditioner,1
42, 100% Pure Tea Tree Oil by Desert Essence 2 Ounces,8,0.598975897,conditioner,1
43, Now Foods Lemon Oil,1981,0.598525882,conditioner,1
44, Hawaii Kukui Oil - Fragrance Free 4 Fl. Oz.,1171,0.59672302,conditioner,1
45," Method Wood For Good Spray, 12-Ounce Spray Bottles (Pack of 6)",1672,0.596445441,conditioner,1
46, Alba Botanica Body Wash,92,0.595165551,conditioner,1
47, Reed Diffusers - 4.0 fl oz (Mandarin Grapefruit),2488,0.594197929,conditioner,1
48, TheraNeem Gentle Therape Shampoo - 12 oz - Liquid,2932,0.593279183,conditioner,1
49," Seventh Generation Natural Fabric Softener, Blue Eucalyptus and Lavender Scent, Ultra-Concentrated, 40-Ounce Bottles (Pack of 6)",2620,0.591222823,conditioner,1
50, Philips Norelco AL80 Razor Lubricant,2300,0.589781284,conditioner,1
1, Sambazon Organic Acai Powder,2586,0.660478055,organic,5
2, American Baby Company Cotton Terry Flat Fitted Changing Pad Cover,119,0.652195156,organic,3
3, Natural Selection Bath and Body's 1/3 oz Essential Oil,1817,0.641624212,organic,5
4, Berry Green 360 gram - New Chapter ( Fast Shipping ),277,0.640357673,organic,5
5, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,0.636508048,organic,5
6, Brewer's Yeast 16 oz (454 g) Pwdr,394,0.635832548,organic,5
7, Jarrow Formulas Brown Rice Protein Chocolate Flavor,1339,0.635276437,organic,5
8, Fresh Bee Pollen Whole Granules - 16 oz. - Granules,1023,0.62918514,organic,5
9," Tide Powder Detergent, Original Scent, Case Pack, Two 120-Load Boxes (240-Loads)",2963,0.628195405,organic,5
10," Method Daily Granite Apple Orchard, 12-Ounce Bottles (Pack of 6)",1668,0.626833856,organic,5
11, Source Naturals Chlorella from Yaeyama Powder,2711,0.624395192,organic,4
12," Seventh Generation Natural Laundry Detergent, Baby, Ultra-Concentrated Liquid, 50-Ounces Bottles (Pack of 6)",2622,0.624121428,organic,4
13, Greens Plus - Protein Bars - 12 Bars,1133,0.617737174,organic,4
14, Evert-Fresh Bag Set (10 of each size,947,0.617303431,organic,4
15, Garlic Oil 1500 mg Eq 500 Sgels,1061,0.614607513,organic,4
16," Biokleen Bac-out Stain & Odor Eliminator, 4-Count",294,0.613954842,organic,4
17, Tide HE Original Scent with Actilift,2962,0.610298157,organic,4
18, Now Foods ULTRA B-12 LIQUID,1995,0.609636903,organic,4
19, Amazing Herbs Cold-Pressed Black Seed Oil - 16oz,113,0.607392371,organic,4
20, Essiac Herbal Tea 1.50 oz,939,0.607360125,organic,4
21, EO Products Shampoo,862,0.606630325,organic,3
22, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,0.606290638,organic,3
23," Nature's Plus - Animal Parade Cherry/Orange/Grape, 180 chewable tablets",1840,0.604534984,organic,3
24, Nature's Way Pau D'Arco,1897,0.604278982,organic,3
25," Seventh Generation Laundry Detergent, White Flower & Bergamot Citrus, Powder, 112-Ounce Boxes (Pack of 4)",2618,0.602598667,organic,3
26," Vitamin Shoppe - Psyllium Husks Powder, 12 oz powder",3087,0.601797402,organic,3
27, Peppermint Tea POUCH for Irritable Bowel Syndrome ~ Heather's Tummy Teas Loose Organic Peppermint Tea (16 oz. Bulk Pouch),2274,0.599233985,organic,3
28, FOOD GRADE H2O2 - 8%,961,0.599164963,organic,3
29," Seventh Generation Facial Tissue Ply Sheets, 2 Count",2617,0.598389924,organic,3
30, Body Ecology Kefir Starter,324,0.59813565,organic,3
31," Seventh Generation Liquid Dish Detergent, Free & Clear, 48-Ounce Bottles (Case of 6)",2619,0.597682178,organic,2
32," Kotex Lightdays Pantiliners, Long, Unscented, Jumbo Pack, 105 Count",1418,0.597222507,organic,2
33," NOW Foods Stevia Packets, 1000-Count",1773,0.59719944,organic,2
34, Now Foods Taurine,1993,0.595166445,organic,2
35, Health Plus Colon Cleanse,1177,0.594897091,organic,2
36," Now Foods, Psyllium Husks Whole Vegetarian",2016,0.594618142,organic,2
37, Source Naturals Spirulina Powder,2762,0.594447792,organic,2
38, Rainbow Light Advanced Enzyme System,2463,0.592933416,organic,2
39, Avalon Shampoo,186,0.592531204,organic,2
40," Caldesene Baby Care Powder, 5 Ounce",432,0.592222571,organic,2
41," Seventh Generation Natural Fabric Softener, Blue Eucalyptus and Lavender Scent, Ultra-Concentrated, 40-Ounce Bottles (Pack of 6)",2620,0.592054069,organic,1
42, Earth Mama Angel Baby Angel Baby Shampoo & Body Wash,868,0.591127336,organic,1
43," Mrs. Meyer's Clean Day Fabric Softener, 32-Ounce Bottles (Case of 6)",1721,0.590821087,organic,1
44, Mega Food - Women's One Daily,1637,0.590317845,organic,1
45," Biokleen Bac-Out Stain & Odor Eliminator with Sprayer, 32-Ounce Bottles (Pack of 12)",293,0.588750482,organic,1
46, Rainbow Light Complete B Complex,2464,0.587121487,organic,1
47, Benefiber Fiber Supplement - 25.6 oz (190 Servings),273,0.58682394,organic,1
48, One Daily Multi,2116,0.586806417,organic,1
49, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.586746156,organic,1
50," Seventh Generation Natural Laundry Detergent, Lavender Scented, Ultra-Concentrated Liquid, 100-Ounce Bottles (Pack of 4)",2624,0.585919321,organic,1
1, Golden Alaska Deep Sea Omega-3-6-9 Fish Oil 1000mg,1115,0.697893441,healthy,5
2, Natural Balance Ultra Colon Clenz,1806,0.695030689,healthy,5
3," Balanceuticals Seabuckthorn Seed Oil, 500 mg Dietary Supplement Softgels, 60-Count Bottle",239,0.691184402,healthy,5
4, Source Naturals Turmeric Extract,2767,0.673992515,healthy,5
5, Rainbow Light Complete B Complex,2464,0.671426356,healthy,5
6," Now Foods, L-Carnosine 500 mg",2010,0.66548878,healthy,5
7, Kyolic Garlic Formula 106 Circulation,1422,0.665115893,healthy,5
8," Source Naturals Life Force Multiple, No Iron, 120 Tablets",2734,0.660617828,healthy,5
9," Now Foods, Vitamin B-50 tablets",2023,0.652969301,healthy,5
10, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.651554823,healthy,5
11, Bausch and Lomb Ocuvite Vitamin & Mineral Supplement for Eyes with Lutein - 240 Tablets,255,0.650944233,healthy,4
12," Vitamin Shoppe - Psyllium Husks Powder, 12 oz powder",3087,0.650488079,healthy,4
13," Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace, Beige, Left",2950,0.648568749,healthy,4
14, Balanced B Complex,237,0.645602286,healthy,4
15, Relora 250 mg 90 Caps,2495,0.641279101,healthy,4
16, NOW ORGANIC RED YEAST RICE EXTRACT 600 MG Vegetarian Capsules,1780,0.640805185,healthy,4
17, Mega Food - Women's One Daily,1637,0.640731514,healthy,4
18, Country Life Norwegian Kelp,625,0.6398592,healthy,4
19, Health Plus Colon Cleanse,1177,0.637295783,healthy,4
20, Nature's Way B-50 Complex,1859,0.635963917,healthy,4
21, Love Liquid 100ml Water Base D Lube,1523,0.631178439,healthy,3
22, Now Foods Silica Complex,1992,0.630847812,healthy,3
23, Douglas Labs - Ultra Preventive X 240 Tabs [Health and Beauty],758,0.63016361,healthy,3
24," Neurovar (30 Capsules) Increase Your Memory, Focus & Mental Clarity!",1927,0.629948556,healthy,3
25, Sambazon Organic Acai Powder,2586,0.629552543,healthy,3
26, ULTRA SOURCE OF LIFE W/LUTEIN,3030,0.627041399,healthy,3
27, Dynamic Health Laboratories Organic Apple Cider Vinegar with Mother,853,0.621868253,healthy,3
28, Nutri-West - DSF FORMULA - 120,2037,0.620949507,healthy,3
29," NOW Foods Stevia Packets, 1000-Count",1773,0.619681716,healthy,3
30, Green Tea 500 mg 100 Caps,1130,0.619321823,healthy,3
31, Perfect Food - Super Green Formula,2275,0.617361844,healthy,2
32, One Daily Multi,2116,0.616961479,healthy,2
33, FOOD GRADE H2O2 - 8%,961,0.614606977,healthy,2
34, Jobst Women's UltraSheer Firm Support Knee Highs,1378,0.613338947,healthy,2
35, Yerba Prima Women's Renew Internal Cleansing Program,3185,0.610853374,healthy,2
36, JetLine Z-Torch Dual Flame Torch lighter,1363,0.61019665,healthy,2
37, Nature's Way Vitamin C 1000 with Rose Hips,1911,0.609620631,healthy,2
38, Dulcolax Stool Softener Liquid Gels,793,0.609493613,healthy,2
39, Jobst Women's UltraSheer Firm Support Pantyhose,1379,0.608051062,healthy,2
40, Source Naturals Spirulina Powder,2762,0.606752813,healthy,2
41, Liquid Health Daily Multiple,1500,0.60567522,healthy,1
42, Osteozyne (180 Capsules) Complete Bone Health & Bone Mass Formula,2182,0.605622768,healthy,1
43, Once Daily High Energy Multi-Vita-Min,2115,0.605585635,healthy,1
44," Himalaya Herbal Healthcare StressCare/Geriforte, Anti-Stress, 240 Vegetarian Capsules",1220,0.603252351,healthy,1
45, Bojenmi Chinese Diet Tea to Support Weight Control - 20 Bags Per Box,336,0.602830112,healthy,1
46, Fresh Bee Pollen Whole Granules - 16 oz. - Granules,1023,0.602725148,healthy,1
47, Mega Green Tea Extract (Decaffeinated),1638,0.602593899,healthy,1
48, Source Naturals Women's Life Force Multiple,2774,0.600228608,healthy,1
49," Green Foods Green Magma, 2.8 Ounce",1127,0.600226641,healthy,1
50," THREELAC Probiotic, 60 Packets",2867,0.599916816,healthy,1
1, Zafu Yoga Sitting Meditation Cushion - Buckwheat Filling,3190,0.793338418,weight control,4
2, Love Liquid 100ml Water Base D Lube,1523,0.719596148,weight control,5
3, Natural Selection Bath and Body's 1/3 oz Essential Oil,1817,0.691274703,weight control,4
